text,target,char_len,word_count
Wasay bhi mujhy apki friend banay la shouk nhi!!,Negative,40,9
Oh shukar ap jaise churail se bach jaon gi,Negative,34,9
Ap kia ho??,Neutral,9,3
Jo bhi ap se tou behtar hoon,Negative,22,7
Ye download kar k send karo,Neutral,22,6
 knsay sir say bolay ,Neutral,16,6
Es saal board meh hmra haal,Neutral,22,6
Onko tou koi ye b ni bol skta,Neutral,22,8
ma'am ko tag kr yahan ,Neutral,17,6
chur daa rahnaa daa Naraz hu jaai gi,Negative,29,8
..fanila ko sab nazar ata hai,Neutral,24,6
HahahAh aur tjhe bhi  tab hi tag nhi kia ,Neutral,31,11
lakin is sem ka Allah hi hafiz,Neutral,24,7
Digital wala manhus,Negative,17,3
Qasam sy jo bat ha ,Neutral,14,6
sara rat bat ka phara jo sir na phara ya wo khuch bhi aya ,Negative,44,15
hahahaha geography ki yaad aa gayi dekh k lol,Neutral,37,9
unsolved mein s to kuch b nh aya tha yr ,Neutral,30,11
Bytaaa Jo mainy leacture dia tha wo to yd Hy naa,Neutral,38,11
g miss wohi hai same to same ,Negative,22,8
Marks b phr waise he diey Hain mainy ,Neutral,29,9
So b jaya kr ,Negative,9,5
Hahahaha achi Tara dna,Positive,19,4
Guess mn se kuch nhn aya,Neutral,19,6
Nai main sultan sab ki baat kar raha tha,Neutral,32,9
Tabah uu khan,Neutral,11,3
Hahaha da nan paper um dasey wa,Neutral,25,7
yh meri trha ka nhi? bht mazydar bacha yh,Positive,33,9
Ditto copy hai batay bhi apki trah krta hai ,Neutral,35,10
download kr k dein isse,Neutral,19,5
Sachi main ny b comp k ppr bad sir Arslan ko bolna ha,Neutral,41,13
chl ajao 9th ki teacher k pass chlte or ye gaattee ,Neutral,40,12
Sir owais k paper me yahiiii situation tha,Neutral,35,8
IT mn jb lectures ni milte ,Neutral,21,7
Qasmay kahien nazr na aaya ,Neutral,22,6
Lol.. door tk nhi nazar aya,Neutral,22,6
Mjhy he tag karahi the na? ,Neutral,21,7
haaan q koi shaq,Neutral,13,4
Such hamesha karwa hota hai,Negative,23,5
Really true  waqai kahen bhi Nazar nhi ayaaa ,Neutral,36,10
Per b wo kise k favorite sir thay ya per hai ,Positive,34,12
abhi bhi favorite hain ,Positive,19,5
Kitni pagal thi un k pechay ye ufff,Negative,28,8
mery Kon favourite sir thy tmhin pta ha?,Neutral,33,8
Nae pagal ho Kiya kabi b ne,Negative,21,7
Han han yad agaya sir farukh ,Neutral,23,7
Hahahahahhahaha jbh uni mai tou khass tor pr,Neutral,37,8
Tu hum prha he kab ,Negative,14,6
Kase sir ho,Neutral,9,3
Parhate hi nahi,Negative,13,3
Or tum log kese student ho ..parhte he Ni ..,Negative,35,10
Meny pora farz ada Kia Hy ,Positive,20,7
Wow yarBilkul on point hai,Positive,22,5
Tera te prhaya v ho tb b nzr ni ata,Negative,26,10
ni ji hm prhny waly bchy hain tusi apny bry dso ,Negative,37,12
Hahahahha yehi kha tha m ny isl waly sir sy,Neutral,34,10
siwai shahzady k s...... Or ra...... K liyay,Neutral,37,8
Unhone tu kuch bhi nhe parhaya tu nazar kiya ata,Negative,39,10
Allah khair kry ga ,Positive,15,5
khas tor py meta r inorganic k mcqs ....,Neutral,32,9
Hmari halat next lvl buri thi,Negative,24,6
Ekhane teacher hashtese ken that is my ques,Neutral,36,8
Faizan badshah ko mension karo,Neutral,26,5
Hahah pitwaye ga kia,Negative,17,4
Mujhe tou dubara Dena hai,Neutral,21,5
Han han karde,Neutral,11,3
Tuu kar bc,Negative,8,3
Mai add nhi karta aese logo ko,Negative,24,7
Hahah sale sc le ke bhej dun ga,Neutral,24,8
Phir bataye ge wo tujhe,Neutral,19,5
Bhej de,Neutral,6,2
Darta hn kia,Negative,10,3
Bhai tou darta hai app ka,Negative,20,6
Hn tou bhai hai na wo,Neutral,16,6
Abe Bhai apni baat kar raha hun,Neutral,25,7
Hn tou mai bhi tere he baat kar rha hn,Neutral,29,10
Chal chor Mai paper de ke ajao phir mention kartey hai,Neutral,44,11
Paper ke marks any ke baad,Neutral,21,6
Bc paper mai he bhand na marr de,Negative,25,8
Karna zaror ab,Neutral,12,3
Hm sa to parhya hua paper bi pora attempt nahi hota,Negative,41,11
Aesa he ha ,Neutral,8,4
Bhi un ka to qpna hi level h,Neutral,21,8
inki bhajiti ( jo bh nam tha) wo bh yehi kheti thi,Neutral,39,12
Bilkuk hakeeekat hai bhai :),Neutral,24,5
Hehehehe kn ho sktaaa,Neutral,18,4
exam say pehlay or baad main dono time wahi haal tha.,Neutral,43,11
Yar still yhi haal h mera ,Negative,20,7
ab yeh check kre,Neutral,13,4
dekha ha ye,Neutral,9,3
Bacha to blkl tuj pr gya hai,Neutral,22,7
Ye to hmara hal tha paperz me ,Negative,23,8
Aur aj practical mein b ye he haal tha hmara,Negative,35,10
Hahahaha I think so mera b yhi hal hna kl ,Negative,32,11
hm tmary sth hain,Positive,14,4
Yrrr Yhi haal hai,Neutral,14,4
Bilkul wo tu paper me ata hi nahi ha,Negative,28,9
Jo b mam ne prhaya tha yadd hi nahi tha kiun k prhaya hi nhi tha,Negative,49,16
Aesa scene hwa na #Eng meaR ab #EMT ma hoo ga kuch aesa h .....,Neutral,49,15
Kaisy batein Kar ry ho? ,Neutral,19,6
Answer aena nh .... Mid ma aesa hwa naw :P,Neutral,33,10
Me tmary sath bethongi yad rakhna ,Neutral,28,7
Apka student ap se keh rha hai bhai,Neutral,28,8
Hana yr wo to ata he nhi ha paper me,Negative,27,10
Dil ki baat kehdi.,Neutral,15,4
   Hn apni taraf se ques deta tha,Neutral,24,10
Kbhi nai ayw pper me,Neutral,16,5
black and white filmon ka yeh sahe tha sb bc gooray thy ,Negative,44,13
Bacha bht sacha h ,Positive,14,5
Maine ap ko kab parhaya?,Neutral,20,5
yaha to direct teacher ko hi tag kardo ,Neutral,31,9
Ode walay sir ko tag karo ,Neutral,20,7
Hahhahah Miss salma yad agaii ,Neutral,25,6
Hahahaha actually main nazar nhi aata ,Neutral,32,7
Aj toh hud he ho gyi na mtlb,Negative,21,8
Jo PARHA woh kahin Nazar nai aya,Negative,26,7
HahahhWaqaeHm to dr.nayyar ko bolngy ye,Neutral,34,6
Woh moh Tor Den ge,Negative,14,5
Muskii Muskan nd meeSituation in pak study,Positive,36,7
Tare tou nazar agae na ,Neutral,18,6
 Maha pura Gaana hai tum ko pasand aiga,Positive,31,9
Dil s awaaaz ai ,Positive,12,5
kiaa baat krdi.......wah,Positive,22,3
ap ka masomana reaction ,Neutral,20,5
"Hahah yrr yehi bnta haii.... Or waki aysa hi hai,, ",Neutral,41,11
ajj too qch b nai aaya,Neutral,17,6
yeh teacher Sir Affan k thore behtar version nhi lag rahe? ,Positive,48,12
Uncle majboor ko koi tag karo.,Neutral,25,6
Aho isa hi hua..,Neutral,13,4
Blkl.. expressions b sir meraj jsy :p,Neutral,31,7
Is book ko phernay kay liay 2 saal chia,Negative,31,9
Mashallah butt sahab kay concept bohat achay hayn,Positive,42,8
Beta meray perhay ------ lagtay hayn,Negative,31,6
Or lag chukay hain,Neutral,15,4
Bus Finals aanay dou bilkul ghayab hojaye ga ,Neutral,37,9
Waki Bilkul clinical lab lagri h,Neutral,27,6
"- achi baat hai na, more people to agree with! ",Positive,37,11
bhi tou hamare gham main shamil thi :D,Negative,31,8
api aisa hi hon na kal b,Neutral,18,7
K6 b ni hota IA sub a6a hoga dear,Positive,25,9
plz ye hmare teachers ko b ja kr suna do koiii ,Neutral,36,12
Yaha is semester k saree teachers ko tag karoo ,Neutral,38,10
yeh Azeem kaam aap kr dein ,Positive,21,7
Qasmy add nhi mere pass warna Sir ahsan ko tou Kar he dete ,Neutral,46,14
ksi k pas add h kiaa ,Neutral,15,7
Maham noman ko boloo WO kare ga,Neutral,25,7
Mention sare teachers ko....ya Rehana ko bol do,Neutral,40,8
plz AP khud bol de,Neutral,14,5
Boltii hon,Neutral,9,2
rehana nhin usski zubaan samajh nhin aati ,Negative,35,8
Or hn  us se bolna ma'am Aliya ko be tag Kare but after result,Neutral,48,15
Us k pas add h kia??,Neutral,15,6
Mujhe Kia maloom ,Neutral,14,4
Is par kuch teachers ko tag karny ka dill kar raha hy ,Neutral,42,13
Karein na plzzz :P,Neutral,15,4
Jo thoray bohat grades milty hain wo bhi reh jain gy .. ,Negative,44,13
Sir amjad ko kehna chahiye yeh,Neutral,25,6
qasamyUs sy pehle bi yehi haal huna ,Neutral,29,8
hain ye kb hua??meiny tw ni daikha ,Neutral,28,8
Teacher be like: ap khud perh lete toh shayad woh ajata,Negative,45,11
hahahha teacher never mantey their mistakes tbh XD,Negative,43,8
Behno agala maths aee,Neutral,18,4
Such main kahin b nazar nai araha ,Negative,27,8
Ar jo nhi parhaya wohi sb jaga nazar aaya ,Negative,33,10
yr parhai mat yad dilao,Negative,19,5
Han bhai  M&QA mein kahen nazar aya ta,Neutral,30,9
Jani par jo unho nay samjhaya wo to men samjhny bhe nhn aya :p,Negative,49,14
Bad men jab paper men nikala to bra baybass khud ko paya ,Negative,45,13
Yhi scene hota hay Alevels mn HAHAH,Neutral,29,7
Bachoon ke sth zulm hota aarha hai sadiyoon se ,Negative,38,10
hrha h esa ya sb ata h ,Neutral,16,8
Is ko mein kia smjhun ? ,Neutral,18,7
Ata h ne ata h ?? ,Neutral,12,7
jo aap ne parhaaya woh b na suna ,Negative,25,9
mam khadija sy puchien phr,Neutral,22,5
hmara bilkul yehi haal hai,Neutral,22,5
Stats r geo mn to waqai nazar ni aya tha :D,Negative,33,11
bhala ho punjab walo ka,Positive,19,5
Ha g karnamy jo anjam dye hyn :D,Negative,25,8
aaj hi kahani,Neutral,11,3
Kaash me sir ko tag kr skti,Neutral,21,7
101% true...blkl yhi haal hota h,Neutral,27,6
Is baar to kuch parhaya bhi nahi hai ,Negative,29,9
Ye to mis zoobia k papr me hona hai hmre st,Neutral,33,11
Aisa hi hoa hai hamare saath,Neutral,23,6
Miss ammarah yaad agaye,Neutral,20,4
Na yd krwa yr bht he koi zalimana wqt tha wo,Negative,34,11
Isko dekh kar accounts ke test yad agai,Negative,32,8
Or computer english ke papaer me ye hone wala he,Neutral,39,10
Bangoli mai likhaa tha kya jo edit krna prhaa,Neutral,37,9
"Hahahahah,sunbal toh unki jaan hai naa",Positive,33,6
Ahmed Ashraf sir sb ya hi bol rhy hqi paper ko dekhe kr ,Neutral,43,14
Ramsha beta exams mae kuch bhi nai aya,Negative,31,8
Nhi miss a c bat nhi h ya to just funny,Neutral,29,11
",  Miss ny khud bhi dekh lia",Neutral,21,8
Jeeeeeee aur revision bhi yad ai Jo ghar pr ki thi ,Neutral,40,12
I swear mai abhi yehi Soch rae theee ,Positive,29,9
Mujhy tu abhe tk kuch bhe smj nhe aya kia ho RHA hh,Negative,39,13
Har paper mein yehi gaana yaad aata hai ,Negative,32,9
Haha yehi khayal tha mera bhii,Neutral,25,6
Hahah sabeen ne kuch prhaya b tha? ,Neutral,28,8
Samajh hii gai hoo gii,Neutral,18,5
  nhi mai nhi smjhii.... Na karwao yaad,Negative,31,9
Hahahahahha mai bhi yahi Kehna Chah rahi thi uper,Neutral,41,9
Ap smj aya ha mje   ,Neutral,13,8
MashAllah bara hii Dimaag hai,Negative,25,5
Alhamdulilah  kia kruu tmhary sath rh kr ye halat ho gae mere ,Negative,49,14
Meray sath reh kar tou Tumhay opposite hona chahiye tha,Neutral,46,10
Haan na ho gya ha opposite fsc mai itna parhti thi ma ,Negative,42,13
ye hone wala,Neutral,10,3
Haha sahi batMam physics wali,Neutral,25,5
Unho ne bhi ase hi haas rahy hona agye se besharmo ki trha,Negative,46,13
Iqbal sahb yaad aa gye yaaar,Neutral,23,6
Ye to tera rona hota he.,Negative,19,6
Agr wohi dedenge paper me tw bche top na kr len,Negative,37,11
Waqie usky k elwa sb nazar ata h ,Neutral,25,9
Door door tk kahin nazar ni aya,Neutral,25,7
is video me teacher handsome hai ,Positive,27,7
Ramzaan kareem,Positive,13,2
tera bachhpan hai?,Neutral,16,3
tery bhi aa rhy hain exams,Positive,21,6
yeh hatchery ka lia hia na,Neutral,21,6
Ya ks k bachpan sa match krta hA,Neutral,25,8
nhi ius ky leya achi mehanat khara gye,Neutral,31,8
Allah puchay GA ,Negative,13,4
beshk ALLLAH insaaaf kre ga hmare sth,Positive,31,7
"Umeed b usi say hay ab bs,",Positive,20,7
hme wo b ni pta hota jo unho ne parhya :P,Negative,31,11
Ye tu chemistry ke test me tha,Neutral,24,7
jb b dekhte hoon tum yd ate hoo.....bchaa resembles like u,Positive,48,11
HAYEEE mujhy bhi buhat acha lagta Hy ,Positive,30,8
Ye sawal sir Hamid sai karna hai xD,Neutral,28,8
tou 4 pin x iscraf banti hai,Neutral,22,7
Gin k 2 pins lagati mein,Neutral,19,6
To phir inho ny q itni bola hoa hijab k liye ,Negative,34,12
Unhon ne mere lie thori na bola hai.,Neutral,29,8
Chalo koi ni laro to ni ,Positive,18,7
 fb hamesha sCh kehtu ha,Negative,19,6
Fb hamesha jhoot khta ha abhi keh tou rhi thee,Negative,37,10
Hahahhaha abhi apne bhi kaha nhi toh,Neutral,30,7
apko hi lagta hai bs,Negative,16,5
sach krwa hi hta ,Negative,13,5
acha gmujhay jese pata nhi tha,Negative,25,6
chly ab pta lg gya na ,Neutral,16,7
but me to nhi hn Allah ka shukr h,Positive,25,9
Hahahahah bad kardyyy tu bi h saliii,Neutral,30,7
mujhy to phly hi pta tha..!,Neutral,22,6
tmara sabun to waqai slow ha ,Negative,23,7
 tu pakki abnormal hai,Negative,18,5
Inkoo Bhee Pataaa Chaaal Gayaaa ! ,Neutral,28,7
mujhe pata hai mera bhi hai,Neutral,22,6
Hahahahaha han kal ka post proof hai ,Neutral,30,8
Lagta mujy b aysa he hy,Neutral,18,6
mjhy to pka yken apse milny k baad se,Neutral,29,9
mein Tau pehlay hee kehta tha! ,Neutral,25,7
Shokhii mra real name tu tjhay pta hi nhi hyyy,Neutral,37,10
Ap ka apne or un k bare m kia khyal h A walo,Neutral,32,13
ab dekh lo mene to kch nhi kiya ,Negative,24,9
teri baat ho rahi ,Neutral,14,5
Haha app bhi shamil heyn jaanu,Positive,25,6
naam nei dikha tumhe?,Neutral,18,4
Sb ko pta hai haina ,Neutral,15,6
humne toh kabhi nai banaye,Neutral,22,5
tmhn bara yaad hai ...mn abi b krti BTW,Neutral,31,9
Choti dunyaa asli mza e is mzaq ka hy,Positive,29,9
yaad aaaya  Tmhari chikhain class Mai ,Negative,31,8
Han yawr sai likha hai Jan lelo..pr gudgudi nai..,Negative,41,9
Hassi ziada aati hai,Positive,17,4
bht maza ata ha jan ni chaeyGudgudi krni ha,Positive,35,9
Haha.. Xhl ab tu Jan dy g betaa,Negative,24,8
Mery to nam sun k hi gudgudi hony lg gai ha,Positive,33,11
Hahah.. Tobaaa thrak ki b had ha,Negative,26,7
A mazaq na Kari... Mera ty break dance shuru ho jnda... ,Positive,45,12
mjhy tu hoti b neeee,Neutral,16,5
tujhe mein jaan se mar dungi agr kch esa kya tou kbhi,Negative,42,12
Ab to mil,Neutral,7,3
tujhe dhakay de ke nikalungi ghr se..,Negative,31,7
Hahaha pleasee wakai jaan chahye jaan le lo lekn no gudgudi ,Negative,49,12
tmhri bt mujha to hoti hi nai ,Neutral,23,8
apky sath tu blkul nhi ,Neutral,18,6
Blkl Koi Mazakh nahi ,Negative,17,5
Ma to kroon ga ,Neutral,11,5
jaan de de ,Negative,8,4
Ly ly...pr ye mzaq nai ,Negative,18,6
dekhlo ye mzaq Nahi... ,Negative,19,5
ohh han yar.. btaya e ni kisi ne :-D,Neutral,28,9
Sanam fatimaTu bhi isse hai lye istemal krti hai....,Neutral,44,9
 ye lyudr black wali ni ati,Neutral,21,7
ati hai ,Neutral,6,3
ayesha remember jb maine tme msg kia tha k yh kia hai,Neutral,42,12
lakh di ,Negative,6,3
Is he bat py lanat ap k mou py,Negative,22,9
Mere mou py lanat hy na to tera to mou he lanaton mein hy,Negative,44,14
Chal lambi nahi kar ab,Negative,18,5
Dozak Mai Chala ja betay,Negative,20,5
Kyun g wahan to koi h0or nhe hai jaun ga to sirf jannat me,Positive,45,14
Han dozak Mai kamrah hai jannat no 61 woo Tera hi hoga,Negative,43,12
kon bola hm chemistry topper h,Positive,25,6
Hahahahahahaah teri khair howay,Positive,28,4
tu b yahii krna,Neutral,12,4
tmhare liye gift lu ge me yeh ,Positive,23,8
Design kr k teachers ko de denge,Positive,26,7
ya drs lae ly tst mn phn kr jana,Positive,24,9
Hm abiii nmz prh kr hi ayee,Positive,21,7
is post ko maine do bar dekha k tmny isi pe mention kia na :P,Neutral,47,15
tm musalman kb se ho gai :/,Neutral,21,7
Bassss tum dekhte rehte ho ,Neutral,22,6
wase b azaan ab ho ri hai :/,Positive,21,8
Bht km nzr aa rhi aap aaj kl,Positive,21,8
Bataya tu tha g papers ho rahy hn meree ,Neutral,31,10
Abi khtm ni huay,Neutral,13,4
Nhi g abhi nhi khtm howee,Neutral,20,6
hamara tu yahan.b nam nahi,Negative,22,5
A with AName vich A ty hai na 2na tarf,Neutral,29,10
yr meri nazarr main tw koi nhi haii R wala ,Positive,33,11
Mein dhoondh doon?,Neutral,16,3
Hn yr dhundun puri friend list main R wala bnda nhi haii,Neutral,45,12
mera to R with M he h,Neutral,15,7
kitaab chahiy?,Neutral,13,2
Han woh chahiye,Neutral,13,3
ajeb sanjidgi ory.......... bri be his se lrki hn,Negative,41,9
haaye ry qasmy ,Neutral,12,4
Mene kuch nahi kiya,Negative,16,4
tjhe ase mar na chahti hun  tjhe nae tu achi bachi hy,Negative,41,13
Petnay k lia taiyar hoja,Neutral,20,5
Khwab hain apky ,Negative,13,4
Han jese tu khwab mein krti ,Neutral,22,7
uni dian srkan hon ty tu ty mn howanTda ea hal kran,Positive,40,12
HahahahahahahahahahahaAy taa teda azlan da sapna ayyy ,Positive,47,8
Ptniiiiiii kdan pura thisi,Neutral,23,4
Hahahaha Mein teda vigara k ayy ,Negative,26,7
WhatsApp ty dkh hahahahahahahahaIs da jwab tnu ml wesi,Neutral,46,9
Mar ja... Tu ty ha e ni meri... ,Positive,24,9
Mar ly tu bsss ,Negative,11,5
itna gussa ha mjy,Negative,14,4
Abyyy yrr btaa to sai kis chezz kaa ,Negative,28,9
Khud soch ly dafa ho,Negative,16,5
Ent ka jawab pather se/pather ka jawab ent se ,Negative,37,10
Kal to Maara tha ,Negative,13,5
Haii mary v same yahi hay,Neutral,20,6
Kon h apka best frd,Positive,15,5
frnd ho na ho devar jarur hai ,Neutral,23,8
To yaha frd ki bat ho rhi h  devar ki ni,Neutral,29,12
ab frnd kaha se le kr aau,Neutral,19,7
Meko kya pta,Neutral,10,3
Tum he bahut ho jo frnd ka bhi kaam karta hai or devar ka bhi ,Positive,47,16
Ni ji me 2 rool ni kr shakta devar he rhene do,Neutral,35,12
Devar ho tab itna nake me dam.kr rakha h,Negative,32,9
esi bhabhi melegi bhi nhi ,Negative,21,6
Koi ni ek.he bhot h,Neutral,15,5
Achha g fir thik hai,Neutral,16,5
Bol he diya aapne aaj,Negative,17,5
Kya bol.diya,Neutral,11,2
ik he bahut hai .....Hum bhi yaad rakhenge ,Negative,35,9
bht dil krta hai,Neutral,13,4
Esa kia kea es ne...,Neutral,16,5
Dreams vo dekho jo puray ho sakay,Positive,27,7
isay dekh k muje b tu yad ai ,Neutral,21,9
Itnaa zulm...? Choti si bachi par,Negative,28,6
Hn mar loo jtna marna hn maro loo,Negative,26,8
Shapar bhr bhr k thapar maru gi,Negative,25,7
Aoo na babe khushboo lgake,Positive,22,5
Sha chawein public w ,Neutral,17,5
bs aise hi shokiya,Positive,15,4
Pata nhi kb ay ga ye din,Neutral,18,7
Kyu bhai maini Kiya kya????,Neutral,23,5
Bhai tu busy ho gya n isliye..,Neutral,24,7
kuch yaad aagaya ,Neutral,14,4
Aa jao gndi bachi,Negative,14,4
or mara tujha marna ko karta ha,Negative,25,7
jaldi aya ya din,Neutral,13,4
First a fall hum jahiloon par haath nahi uthata,Negative,39,9
Batein mehaz batein ,Neutral,17,4
hayeeeeeee chalo koi nahi TAHAJJUD ke baad dua mangna,Neutral,45,9
Reply bechara dr gya aap se,Negative,22,6
hahahahhaa kun meny kia kara esa??,Neutral,29,6
Hahaha ye to aap ko he pta ho,Neutral,22,8
hehehehe nahin g men to ni drati kisi ko bhi,Positive,35,10
sheva ishq nhi ...husn ko rusva krna,Negative,30,7
Hahaha bat h reaction ki ha ,Neutral,22,7
Aay ehl e zamana qdr Karo ,Positive,20,7
mere pass hai already tere jaisa,Positive,27,6
ShUkar hai phli baar suchi bt ki tuny,Positive,30,8
U k notification b aesy e hty ho gy :-D,Neutral,30,10
APki Nawazish hai ,Positive,15,4
pata nahi meri frnd kab asi hogi ,Positive,26,8
kadi nhi kita,Neutral,11,3
mje to kita naw ,Neutral,12,5
Mano Mahi kbi ye time b tha ,Neutral,21,8
Tu ny yahi kam kiya hy,Negative,17,6
han na aj to bht sary kiyay ,Neutral,21,8
meri notifications aisi hi hoti hain ,Neutral,31,7
Yahi h mera saccha dost,Positive,19,5
hahaha yhi t pyar h Rey pagli,Positive,23,7
qadar karo hmari qadar,Positive,19,4
mri notifications aesi hoti hn ,Neutral,26,6
Abhi b yai h,Neutral,9,4
too tw har waqt hi krtii h,Neutral,20,7
sun lo tmhy meri or kiran jesi frnd he chahye haina,Positive,41,11
NI MAAF KE DO MJHEE ME AISE HI THEEK THI,Positive,31,10
kaash tu bi asi hoti ,Positive,16,6
 phele hoti to thi,Neutral,14,5
Phele yar ab ni,Negative,12,4
Aa tay kurri ay,Neutral,12,4
tu tay nai na ,Neutral,10,5
me he hn na wo apkii pyri bestie,Positive,25,8
Ty hor ke.. Koe sedha kam e ni tmhy,Negative,27,9
M aim in life yehe tang krna,Negative,22,7
Hum dono k pas hum dono hain naw jaani ,Positive,30,10
Ap to alrdy pagal hyn.. ,Negative,19,6
Haan na tu hai na,Neutral,13,5
kisi dhng ki post p ,Neutral,15,6
izat keya kr meri,Positive,14,4
Krty rhna chye bndo ko yad rhta ha,Positive,27,8
 pata ha apka bhi yehi hota H,Neutral,22,8
meri hsart he reh gai ha bus,Negative,22,7
Dekh ly,Neutral,6,2
Vacations thi farigh insan hn ab kal se nh krnga ,Negative,39,11
qayamat bhi ajaegi na tab appp farigh hi rhogi ,Negative,38,10
Ye aaya locan khani ki taraf se baraf gola ,Neutral,34,10
Khush raho Osamayyy ,Positive,17,4
hahah mae khush rhene ke sth khush rhkta ho logo ko ,Positive,41,12
shukr kr mei zinda hu ,Positive,17,6
Bach ke rahna Usse ,Negative,15,5
Phir Zara bach kay,Negative,15,4
"Kisne kha 2,3 chize h ladkiyo wali..",Neutral,30,7
Wo chijo ldkio wali nai chutiyo ldkio wali hai,Negative,38,9
Wese i don't mind m manti hu ki mard hu ..,Neutral,32,11
Tum dikhao pehle ..,Neutral,16,4
Abs ni dekhne na baba ...,Neutral,20,6
Tm khud wle pe hme kyo tag kr di ho sali,Negative,30,11
Sahi Mai ye shreu aap k liye hi h,Neutral,25,9
Toba Allah maaf kry tujy yeh kb lga,Negative,28,8
Mgr ab tu lrke bnte ja re hai ,Neutral,22,9
apne kaha se check kia,Neutral,18,5
Tery makeup sy ab bol khud e pol khulwa lea,Negative,34,10
", wase larko b makeup krte ab to",Negative,25,8
Ab point sy hatao nae bat,Negative,20,6
hamki jaan Le lo,Negative,13,4
Tmki jan hm ny ly k kya krna drna nae ,Negative,28,11
E kithy jawan e,Positive,12,4
", apne unke pas ja",Negative,14,5
Un k to pas e ote ,Negative,12,7
Aur pas chli ja ,Negative,12,5
Andr chle jaun us k ,Negative,15,6
Ye sae rahe ga,Negative,11,4
mjha koi shak ni isma,Negative,17,5
Dil pe mat lena :p,Negative,14,5
Par tum main tu hai na larkiyo wali ,Negative,28,9
Tmhy kes ny btyi ya bat ,Neutral,18,7
Sb kahtyy hai..ye bat manzr e am agai hui,Neutral,33,9
Mgr mujhe nae smjh ae k mainyh kis sense m kaha btay gi ab,Neutral,45,14
Lanat tery p hint tou dy,Negative,19,6
Ye kesa lie h,Neutral,10,4
ye bhi lie ki aik type hai...ap nahi samjho gay,Neutral,38,10
Sojao yara ye time h kya jagne ka,Neutral,26,8
Aj Karachi main bohut sardi ha,Negative,25,6
Aj karachi me barish hui.,Positive,21,5
aik insan ha ,Neutral,10,4
Gf mil gayi tere bhai Ko,Positive,19,6
Boht pyari shughar or seedhi larki haii....,Positive,37,7
Dunya goul hai,Neutral,12,3
meri dost masoom hai,Positive,17,4
tum piyari ho,Positive,11,3
or  sab se shreef or masoom hain,Positive,25,8
Kis liye,Neutral,7,2
Janu manu to ni kr ri ,Neutral,16,7
Bhatak rahay hain,Negative,15,3
Fairg hain issy liyay....,Negative,22,4
Jag rahe abhii tk,Neutral,14,4
Apky bhatakny ki waja,Negative,18,4
Q k hm.dhoty nh he,Negative,14,5
Phr tissuw se saaf,Negative,15,4
Iska name kia h original..he is too dashing,Positive,36,8
Emrah girgin ki Instagram pic k ktne screen shot lye admin ,Neutral,48,12
Yeh Medet owsom hai bhai,Positive,20,5
"Pegam rasa ""Abulla tumhry pass waqt bht kam hy "" ",Negative,39,11
Hawww  ye daikh,Neutral,12,4
Oh yes . Jis ne face pe aata mala hoa hota hai. Haina,Negative,41,13
G Jo har Kisi ko Abdullah kehta hy wo,Neutral,29,9
Kisi larki kay sat selfie lana tum hay maut ki yad dilata hay ,Negative,49,14
new episode nhi arhi q ? :(,Negative,21,7
Yes new episosode nai a rahin,Neutral,24,6
admin barre din bad online hue hoo,Neutral,28,7
apne purane midat,Neutral,15,3
Left wala kon hy,Neutral,13,4
Koi bataye yh left wala ko hy,Neutral,23,7
Boht he achaaaa..,Positive,15,3
in ko wapis laein,Neutral,14,4
Allah bachaye,Negative,12,2
Seetv one year se band he korangi Karachi me,Negative,36,9
Aap commercial hai,Neutral,16,3
Kash mugha b koi ece trah mot ke khabar dane aata,Negative,39,11
is ko zaroor dekha kare app ko haqeeqte dunya samjh ajaye ge,Positive,49,12
Abdullah tumahara waqat pura hogya h,Negative,31,6
Esay daikh k ek ajeeb SA ehsaas hota hy ..,Negative,33,10
ise dekh ke apni akhirt sawrne ka dil karta hai,Positive,38,10
Janay walay maut ki yaad dilate hain,Negative,30,7
muje ni pta use kese htau itna zuiada delet ni kr skta,Neutral,43,12
Paswood chnge kro ye virus hai #choti c qayamat,Negative,39,9
May fan bngayaa hu apkaaa :),Positive,23,6
Chal bata selfie LA LA ray,Positive,21,6
Ma ap ka jabra fan ho gaya,Positive,20,7
Ik akhri mouqa insan ko sahe raaasra dikhane k,Positive,38,9
Ye Drama nh isnan k lie hadyat hai Jo such hai,Positive,36,11
Allah se dua hai k WO hum pe rhem kre,Positive,28,10
Agg me jal rai thi,Negative,14,5
Bht bura haal tha iska,Negative,18,5
Lavay mai jal rhi thi,Negative,17,5
boht acha episode tha .. yeh larki lava me jal rahe the ..,Negative,46,13
Aag ma hal ri thee,Negative,14,5
Reha Yeprem hoga is me Middet?,Neutral,25,6
Allah hamai hidayat par rakhe Ameen,Positive,30,6
ab kis ka patta tot gaya,Negative,19,6
Allah humare aazba kum kre or janaat me jaga de,Positive,38,10
"Tumare liye mout ka paigham he abdullah,",Negative,34,7
Very nice drama mout ka pagham dena wala abdullah,Positive,41,9
Sumj nahi ayee,Neutral,12,3
Is ki explanation koiee krey ga kia,Neutral,29,7
Sumj nahi ayee,Neutral,12,3
Arhaamur hai ya arhaamar,Neutral,21,4
Mene to arhaamar parha tha,Neutral,22,5
Riyai bawaseer ka nuskha Bata den,Neutral,28,6
fatkari hai ya pathkari,Neutral,20,4
dono main faraq kiya hai nam k spellings k ilawa,Neutral,39,10
